doi                       , autor, revista, apellido, pais
10.1007/s12304-024-09565-y,      ,        ,         , SE
10.1007/s10639-022-11508-4,      ,        ,         , US
10.1007/s44217-022-00015-w,      ,        ,         , US
10.1007/s10857-022-09562-3,      ,        ,         , US
10.1007/s10956-023-10045-0,      ,        ,         , US
10.1007/s10639-024-13131-x,      ,        ,         , KR
10.1007/s10639-022-11465-y,      ,        ,         , GR
10.1007/s44322-025-00041-0,      ,        ,         , ZA
10.1007/s44322-025-00041-0,      ,        ,         , LS
10.1007/s44322-025-00041-0,      ,        ,         , NG
10.1007/s43545-023-00633-7,      ,        ,         , ID
10.1007/s10639-023-11787-5,      ,        ,         , HK
10.1007/s10639-023-11787-5,      ,        ,         , CN
10.1007/s10639-023-11983-3,      ,        ,         , LU
10.1007/s40489-023-00369-3,      ,        ,         , AT
10.1007/s10639-022-11425-6,      ,        ,         , TR
10.1007/s10639-023-11807-4,      ,        ,         , CN
10.1007/s10639-022-11527-1,      ,        ,         , TW
10.1007/s10639-022-11527-1,      ,        ,         , CN
10.1007/s10639-023-11634-7,      ,        ,         , TW
10.1007/s10639-023-11634-7,      ,        ,         , CN
10.1007/s11528-022-00695-z,      ,        ,         , US
10.1007/s10639-024-12448-x,      ,        ,         , CN
10.1007/s10639-024-12448-x,      ,        ,         , HK
10.1007/s10639-022-11366-0,      ,        ,         , GR
10.1007/s10639-022-10921-z,      ,        ,         , FR
10.1007/s10639-022-10921-z,      ,        ,         , AU
10.1007/s10639-022-10921-z,      ,        ,         , DE
10.1007/s13218-022-00756-8,      ,        ,         , DK
10.1007/s13218-022-00756-8,      ,        ,         , DK
10.1007/s10758-022-09629-3,      ,        ,         , TR
10.1007/s10956-024-10142-8,      ,        ,         , ES
10.1007/s13218-021-00751-5,      ,        ,         , NO
10.1007/s13218-021-00751-5,      ,        ,         , US
10.1007/s13218-021-00751-5,      ,        ,         , DK
10.1007/s10639-022-11518-2,      ,        ,         , CN
10.1007/s40692-022-00236-w,      ,        ,         , NL
10.1007/s10956-022-09965-0,      ,        ,         , US
10.1007/s10639-022-11342-8,      ,        ,         , TR
10.1007/s40692-022-00236-w,      ,        ,         , NL
10.1007/s10639-022-11078-5,      ,        ,         , TR
10.1007/s10643-022-01319-0,      ,        ,         , US
10.1007/s41979-022-00077-3,      ,        ,         , US
10.1007/s10758-021-09587-2,      ,        ,         , ES
10.1007/s10758-021-09587-2,      ,        ,         , CH
10.1007/s11251-022-09585-6,      ,        ,         , TR
10.1007/s10339-025-01273-w,      ,        ,         , JP
10.1007/s10339-025-01273-w,      ,        ,         , US
10.1007/s10339-025-01273-w,      ,        ,         , MX
10.1007/s11528-022-00729-6,      ,        ,         , US
10.1007/s12144-024-06795-8,      ,        ,         , IT
10.1007/s10763-024-10493-z,      ,        ,         , CY
10.1007/s10639-022-11101-9,      ,        ,         , HK
10.1007/s10639-024-12966-8,      ,        ,         , CN
10.1007/s10639-022-11325-9,      ,        ,         , TR
10.1007/s44206-024-00103-4,      ,        ,         , IT
10.1007/s10758-022-09601-1,      ,        ,         , US
10.1007/s10639-022-11137-x,      ,        ,         , KR
10.1007/s10648-024-09911-z,      ,        ,         , US
10.1007/s10956-024-10149-1,      ,        ,         , GR
10.1007/s10956-024-10149-1,      ,        ,         , CY
10.1007/s10763-024-10511-0,      ,        ,         , TW
10.1007/s10639-023-12316-0,      ,        ,         , US
10.1007/s10639-023-12316-0,      ,        ,         , MX
10.1007/s10956-022-09967-y,      ,        ,         , CN
10.1007/s40593-022-00316-z,      ,        ,         , DE
10.1007/s13218-021-00750-6,      ,        ,         , NO
10.1007/s10649-023-10275-4,      ,        ,         , AU
10.1007/s10639-023-12084-x,      ,        ,         , TH
10.1007/s10639-023-12084-x,      ,        ,         , TW
10.1007/s10763-023-10428-0,      ,        ,         , SG
10.1007/s10763-023-10428-0,      ,        ,         , CN
10.1007/s10763-023-10428-0,      ,        ,         , HK
10.1007/s10763-023-10428-0,      ,        ,         , CA
10.1007/s10763-023-10428-0,      ,        ,         , MY
10.1007/s12528-021-09305-y,      ,        ,         , CA
10.1007/s10639-023-11880-9,      ,        ,         , HK
10.1007/s42438-025-00585-6,      ,        ,         , BE
10.1007/s42438-025-00585-6,      ,        ,         , DE
10.1007/s42438-025-00585-6,      ,        ,         , CH
10.1007/s10956-025-10215-2,      ,        ,         , TR
10.1007/s10639-024-12600-7,      ,        ,         , TR
10.1007/s10639-021-10870-z,      ,        ,         , TH
10.1007/s42438-024-00456-6,      ,        ,         , AU
10.1007/s13218-021-00753-3,      ,        ,         , DK
10.1007/s10639-023-11930-2,      ,        ,         , TW
10.1007/s10639-023-11930-2,      ,        ,         , CN
10.1007/s43621-025-00987-3,      ,        ,         , GB
10.1007/s11059-024-00743-y,      ,        ,         , FR
10.1007/s00267-024-02035-8,      ,        ,         , TR
10.1007/s00267-024-02035-8,      ,        ,         , FI
10.1007/s00267-024-02035-8,      ,        ,         , ES
10.1007/s00267-024-02035-8,      ,        ,         , KW
10.1007/s00267-024-02035-8,      ,        ,         , CZ
10.1007/s00267-024-02035-8,      ,        ,         , BR
10.1007/s00267-024-02035-8,      ,        ,         , DE
10.1007/s00267-024-02035-8,      ,        ,         , IT
10.1007/s00267-024-02035-8,      ,        ,         , GB
10.1007/s10798-024-09916-3,      ,        ,         , GR
10.1007/s11423-022-10093-0,      ,        ,         , CN
10.1007/s11423-022-10093-0,      ,        ,         , SG
10.1007/s11423-022-10145-5,      ,        ,         , US
10.1007/s10606-025-09527-z,      ,        ,         , SE
10.1007/s10606-025-09527-z,      ,        ,         , DE
10.1007/s40751-022-00102-5,      ,        ,         , NO
10.1007/s10956-023-10072-x,      ,        ,         , US
10.1007/s10956-023-10072-x,      ,        ,         , IL
10.1007/s10956-023-10049-w,      ,        ,         , US
10.1007/s10763-025-10613-3,      ,        ,         , CN
10.1007/s10758-021-09585-4,      ,        ,         , TR
10.1007/s11098-023-02017-2,      ,        ,         , US
10.1007/s10639-022-11181-7,      ,        ,         , HK
10.1007/s43681-025-00810-9,      ,        ,         , US
10.1007/s11528-022-00735-8,      ,        ,         , IE
10.1007/s10763-021-10227-5,      ,        ,         , US
10.1007/s10639-022-10992-y,      ,        ,         , TR
10.1007/s42087-024-00423-4,      ,        ,         , US
10.1007/s42087-024-00423-4,      ,        ,         , IT
10.1007/s10639-022-11002-x,      ,        ,         , TR
10.1007/s10649-024-10303-x,      ,        ,         , AU
10.1007/s10649-024-10303-x,      ,        ,         , AU
10.1007/s42438-024-00510-3,      ,        ,         , SE
10.1007/s42438-024-00510-3,      ,        ,         , BE
10.1007/s42438-024-00510-3,      ,        ,         , ZA
10.1007/s42438-024-00510-3,      ,        ,         , GR
10.1007/s42438-024-00510-3,      ,        ,         , US
10.1007/s42438-024-00510-3,      ,        ,         , JP
10.1007/s42438-024-00510-3,      ,        ,         , EC
10.1007/s42438-024-00510-3,      ,        ,         , IE
10.1007/s42438-024-00510-3,      ,        ,         , AU
10.1007/s42438-024-00510-3,      ,        ,         , EG
10.1007/s42438-024-00510-3,      ,        ,         , NL
10.1007/s42438-024-00510-3,      ,        ,         , GB
10.1007/s42438-024-00510-3,      ,        ,         , CA
10.1007/s42438-024-00510-3,      ,        ,         , IL
10.1007/s12144-021-02085-9,      ,        ,         , CN
10.1007/s10956-023-10047-y,      ,        ,         , US
10.1007/s10956-023-10047-y,      ,        ,         , DE
10.1007/s13218-022-00754-w,      ,        ,         , NO
10.1007/s13218-022-00754-w,      ,        ,         , US
10.1007/s43683-024-00151-9,      ,        ,         , US
10.1007/s00146-023-01810-1,      ,        ,         , JP
10.1007/s00146-023-01810-1,      ,        ,         , DE
10.1007/s11423-021-10021-8,      ,        ,         , JP
10.1007/s11423-021-10021-8,      ,        ,         , CN
10.1007/s10639-021-10700-2,      ,        ,         , TR
10.1007/s40692-024-00321-2,      ,        ,         , IN
10.1007/s10763-024-10509-8,      ,        ,         , KR
10.1007/s10648-023-09754-0,      ,        ,         , US
10.1007/s40692-021-00207-7,      ,        ,         , HK
10.1007/s11457-025-09470-6,      ,        ,         , US
10.1007/s11457-025-09470-6,      ,        ,         , GB
10.1007/s11457-025-09470-6,      ,        ,         , MQ
10.1007/s10639-023-11629-4,      ,        ,         , TR
10.1007/s11423-022-10097-w,      ,        ,         , US
10.1007/s10639-023-12037-4,      ,        ,         , CN
10.1007/s11858-023-01474-7,      ,        ,         , AU
10.1007/s10649-023-10218-z,      ,        ,         , CY
10.1007/s10649-023-10218-z,      ,        ,         , CY
10.1007/s10956-021-09934-z,      ,        ,         , TR
10.1007/s10649-023-10237-w,      ,        ,         , US
10.1007/s10649-023-10237-w,      ,        ,         , CN
10.1007/s10639-021-10667-0,      ,        ,         , BR
10.1007/s11423-021-10035-2,      ,        ,         , KR
10.1007/s10639-024-12754-4,      ,        ,         , TW
10.1007/s10639-022-10915-x,      ,        ,         , CN
10.1007/s13394-023-00462-0,      ,        ,         , AU
10.1007/s10639-021-10578-0,      ,        ,         , NL
10.1007/s11098-023-01984-w,      ,        ,         , US
10.1007/s10758-022-09593-y,      ,        ,         , TR
10.1007/s40692-021-00190-z,      ,        ,         , CN
10.1007/s11357-023-00802-9,      ,        ,         , IE
10.1007/s11357-023-00802-9,      ,        ,         , TW
10.1007/s11357-023-00802-9,      ,        ,         , NL
10.1007/s11251-023-09624-w,      ,        ,         , IL
10.1007/s13218-021-00752-4,      ,        ,         , DK
10.1007/s11858-022-01374-2,      ,        ,         , US
10.1007/s13278-025-01428-9,      ,        ,         , US
10.1007/s13278-025-01428-9,      ,        ,         , AU
10.1007/s11858-022-01402-1,      ,        ,         , LU
10.1007/s11858-022-01402-1,      ,        ,         , BE
10.1007/s11191-024-00539-7,      ,        ,         , CL
10.1007/s10639-023-11975-3,      ,        ,         , TR
10.1007/s11423-021-10016-5,      ,        ,         , US
10.1007/s11423-021-10016-5,      ,        ,         , CN
10.1007/s10639-021-10765-z,      ,        ,         , US
10.1007/s41979-021-00058-y,      ,        ,         , US
10.1007/s10643-021-01236-8,      ,        ,         , GB
10.1007/s10528-024-10799-1,      ,        ,         , IR
10.1007/s11225-024-10165-7,      ,        ,         , IT
10.1007/s10758-021-09565-8,      ,        ,         , TR
10.1007/s10639-021-10787-7,      ,        ,         , US
10.1007/s11191-023-00438-3,      ,        ,         , CN
10.1007/s11858-022-01435-6,      ,        ,         , CA
10.1007/s12152-024-09551-8,      ,        ,         , US
10.1007/s12152-024-09551-8,      ,        ,         , AR
10.1007/s00426-024-02008-w,      ,        ,         , US
10.1007/s10845-023-02246-6,      ,        ,         , GB
10.1007/s10845-023-02246-6,      ,        ,         , AU
10.1007/s10845-023-02246-6,      ,        ,         , CN
10.1007/s00146-024-02152-2,      ,        ,         , GB
10.1007/s10798-023-09853-7,      ,        ,         , US
10.1007/s10643-021-01188-z,      ,        ,         , US
10.1007/s10643-021-01188-z,      ,        ,         , CA
10.1007/s10462-024-10732-3,      ,        ,         , SE
10.1007/s10798-023-09810-4,      ,        ,         , CN
10.1007/s11229-023-04482-y,      ,        ,         , CL
10.1007/s10639-022-11522-6,      ,        ,         , HK
10.1007/s10639-021-10626-9,      ,        ,         , US
10.1007/s10639-021-10626-9,      ,        ,         , TR
10.1007/s44223-024-00057-0,      ,        ,         , CN
10.1007/s10798-021-09679-1,      ,        ,         , ES
10.1007/s11423-023-10212-5,      ,        ,         , CN
10.1007/s41979-023-00087-9,      ,        ,         , DE
10.1007/s41979-023-00087-9,      ,        ,         , IL
10.1007/s41979-023-00087-9,      ,        ,         , TR
10.1007/s12264-024-01246-7,      ,        ,         , CN
10.1007/s00266-024-03910-9,      ,        ,         , GB
10.1007/s40314-024-02720-8,      ,        ,         , GB
10.1007/s40314-024-02720-8,      ,        ,         , BR
10.1007/s42044-023-00158-5,      ,        ,         , NG
10.1007/s10816-023-09603-y,      ,        ,         , DK
10.1007/s40656-023-00560-z,      ,        ,         , FR
10.1007/s40656-023-00560-z,      ,        ,         , IT
10.1007/s40751-023-00131-8,      ,        ,         , GR
10.1007/s10956-023-10062-z,      ,        ,         , US
10.1007/s10639-024-12550-0,      ,        ,         , US
10.1007/s10639-024-12550-0,      ,        ,         , CN
10.1007/s13534-024-00407-x,      ,        ,         , KR
10.1007/s11023-023-09638-w,      ,        ,         , DE
10.1007/s11023-023-09638-w,      ,        ,         , CH
10.1007/s11023-023-09652-y,      ,        ,         , FR
10.1007/s10311-024-01700-y,      ,        ,         , JP
10.1007/s10311-024-01700-y,      ,        ,         , OM
10.1007/s10311-024-01700-y,      ,        ,         , GB
10.1007/s10311-024-01700-y,      ,        ,         , EG
10.1007/s10758-021-09529-y,      ,        ,         , TR
10.1007/s40593-024-00446-6,      ,        ,         , US
10.1007/s11858-022-01419-6,      ,        ,         , DE
10.1007/s11229-022-03481-9,      ,        ,         , DE
10.1007/s44150-023-00094-9,      ,        ,         , SI
10.1007/s43995-025-00219-9,      ,        ,         , GB
10.1007/s11196-025-10361-1,      ,        ,         , HK
10.1007/s13218-022-00759-5,      ,        ,         , NO
10.1007/s13218-022-00759-5,      ,        ,         , US
10.1007/s10639-024-13092-1,      ,        ,         , ES
10.1007/s11831-023-10033-y,      ,        ,         , ES
10.1007/s11831-023-10033-y,      ,        ,         , FR
10.1007/s11423-021-10031-6,      ,        ,         , US
10.1007/s11423-021-10031-6,      ,        ,         , TR
10.1007/s44223-022-00015-8,      ,        ,         , DK
10.1007/s10291-023-01407-7,      ,        ,         , CN
10.1007/s10291-023-01407-7,      ,        ,         , CN
10.1007/s11191-020-00141-7,      ,        ,         , US
10.1007/s10518-022-01557-y,      ,        ,         , CN
10.1007/s10518-022-01557-y,      ,        ,         , HK
10.1007/s12559-023-10140-9,      ,        ,         , DE
10.1007/s10639-024-12502-8,      ,        ,         , TW
10.1007/s10639-024-12502-8,      ,        ,         , ET
10.1007/s10956-020-09892-y,      ,        ,         , TR
10.1007/s44217-025-00802-1,      ,        ,         , IN
10.1007/s41979-020-00044-w,      ,        ,         , US
10.1007/s41979-020-00044-w,      ,        ,         , AU
10.1007/s11023-023-09630-4,      ,        ,         , FR
10.1007/s44267-023-00007-w,      ,        ,         , CN
10.1007/s11097-023-09895-1,      ,        ,         , GB
10.1007/s10639-021-10515-1,      ,        ,         , SE
10.1007/s10639-021-10515-1,      ,        ,         , KR
10.1007/s10639-021-10515-1,      ,        ,         , FI
10.1007/s00894-023-05815-x,      ,        ,         , EG
10.1007/s00894-023-05815-x,      ,        ,         , IQ
10.1007/s11412-023-09388-y,      ,        ,         , PT
10.1007/s11412-023-09388-y,      ,        ,         , CL
10.1007/s40687-022-00320-8,      ,        ,         , US
10.1007/s10798-023-09809-x,      ,        ,         , CN
10.1007/s10339-022-01091-4,      ,        ,         , IT
10.1007/s10639-022-10893-0,      ,        ,         , TR
10.1007/s11423-020-09832-y,      ,        ,         , US
10.1007/s11423-020-09832-y,      ,        ,         , US
10.1007/s10639-021-10487-2,      ,        ,         , US
10.1007/s00004-024-00778-9,      ,        ,         , TR
10.1007/s40692-024-00317-y,      ,        ,         , CN
10.1007/s42803-023-00068-9,      ,        ,         , GB
10.1007/s41979-020-00030-2,      ,        ,         , US
10.1007/s41979-020-00030-2,      ,        ,         , AU
10.1007/s11049-023-09578-1,      ,        ,         , US
10.1007/s11049-023-09578-1,      ,        ,         , NL
10.1007/s43683-022-00084-1,      ,        ,         , US
10.1007/s00004-022-00603-1,      ,        ,         , PL
10.1007/s11356-023-26300-1,      ,        ,         , AU
10.1007/s41297-020-00117-1,      ,        ,         , AU
10.1007/s10896-023-00517-7,      ,        ,         , GB
10.1007/s00146-022-01500-4,      ,        ,         , FI
10.1007/s13132-022-00954-7,      ,        ,         , IN
10.1007/s13132-022-00954-7,      ,        ,         , IN
10.1007/s10896-023-00517-7,      ,        ,         , GB
10.1007/s13347-023-00623-w,      ,        ,         , US
10.1007/s40753-022-00170-3,      ,        ,         , US
10.1007/s00500-022-06786-6,      ,        ,         , CN
10.1007/s11423-022-10184-y,      ,        ,         , TW
10.1007/s11423-022-10184-y,      ,        ,         , HK
10.1007/s12144-021-02398-9,      ,        ,         , CN
10.1007/s12144-021-02398-9,      ,        ,         , HK
10.1007/s00500-022-06786-6,      ,        ,         , CN
10.1007/s11423-022-10184-y,      ,        ,         , TW
10.1007/s11423-022-10184-y,      ,        ,         , HK
10.1007/s11423-021-10034-3,      ,        ,         , US
10.1007/s42001-025-00360-4,      ,        ,         , GB
10.1007/s11759-024-09498-5,      ,        ,         , IL
10.1007/s10956-020-09871-3,      ,        ,         , US
10.1007/s40692-020-00178-1,      ,        ,         , TR
10.1007/s11423-023-10323-z,      ,        ,         , TW
10.1007/s10798-020-09562-5,      ,        ,         , US
10.1007/s40692-020-00177-2,      ,        ,         , MY
10.1007/s40692-020-00177-2,      ,        ,         , SG
10.1007/s11858-022-01337-7,      ,        ,         , US
10.1007/s10639-023-11825-2,      ,        ,         , IR
10.1007/s10956-021-09950-z,      ,        ,         , TR
10.1007/s00146-022-01485-0,      ,        ,         , VN
10.1007/s10956-024-10145-5,      ,        ,         , NO
10.1007/s10956-024-10145-5,      ,        ,         , NO
10.1007/s12144-024-05865-1,      ,        ,         , CN
10.1007/s10956-021-09938-9,      ,        ,         , US
10.1007/s10489-022-04311-8,      ,        ,         , DK
10.1007/s43545-022-00325-8,      ,        ,         , ID
10.1007/s11191-021-00268-1,      ,        ,         , IT
