source,target,path_len,path
LpezCaudana2024,LpezCaudana2024,1,"[""LpezCaudana2024""]"
Nayak2025,Nayak2025,1,"[""Nayak2025""]"
Aytekin2023,Aytekin2023,1,"[""Aytekin2023""]"
ElHamamsy2025,ElHamamsy2025,1,"[""ElHamamsy2025""]"
Borkulo2023,Borkulo2023,1,"[""Borkulo2023""]"
Alqahtani2024,Alqahtani2024,1,"[""Alqahtani2024""]"
Chen2023,Chen2023,1,"[""Chen2023""]"
Durak2022,Durak2022,1,"[""Durak2022""]"
Labusch2024,Labusch2024,1,"[""Labusch2024""]"
Tsingidou2025,Tsingidou2025,1,"[""Tsingidou2025""]"
Kkaydn2024,Kkaydn2024,1,"[""Kkaydn2024""]"
Seckel2023,Seckel2023,1,"[""Seckel2023""]"
Gao2025,Gao2025,1,"[""Gao2025""]"
Sun2023,Sun2023,1,"[""Sun2023""]"
Kurt2024,Kurt2024,1,"[""Kurt2024""]"
Krause2023,Krause2023,1,"[""Krause2023""]"
Arajo2024,Arajo2024,1,"[""Arajo2024""]"
Tawfik2022,Tawfik2022,1,"[""Tawfik2022""]"
Jocius2025,Jocius2025,1,"[""Jocius2025""]"
Arslanolu2023,Arslanolu2023,1,"[""Arslanolu2023""]"
Zakwandi2023,Zakwandi2023,1,"[""Zakwandi2023""]"
Ng2023,Ng2023,1,"[""Ng2023""]"
Broley2023,Broley2023,1,"[""Broley2023""]"
Broley2023,Broley2024,2,"[""Broley2023"", ""Broley2024""]"
Shang2023,Shang2023,1,"[""Shang2023""]"
LpezCaudana2025,LpezCaudana2025,1,"[""LpezCaudana2025""]"
Rensburg2024,Rensburg2024,1,"[""Rensburg2024""]"
JucaAulestia2024,JucaAulestia2024,1,"[""JucaAulestia2024""]"
Saritepeci2024,Saritepeci2024,1,"[""Saritepeci2024""]"
Payne2022,Payne2022,1,"[""Payne2022""]"
en2022,en2022,1,"[""en2022""]"
Ching2023,Ching2023,1,"[""Ching2023""]"
Shin2022,Shin2022,1,"[""Shin2022""]"
Looi2023,Looi2023,1,"[""Looi2023""]"
Lehtimki2026,Lehtimki2026,1,"[""Lehtimki2026""]"
Mergianian2026,Mergianian2026,1,"[""Mergianian2026""]"
Hu2023,Hu2023,1,"[""Hu2023""]"
zci2024,zci2024,1,"[""zci2024""]"
Tariq2025,Tariq2025,1,"[""Tariq2025""]"
Meaney2024,Meaney2024,1,"[""Meaney2024""]"
Dong2023,Dong2023,1,"[""Dong2023""]"
Kang2022,Kang2022,1,"[""Kang2022""]"
Giannakoulas2023,Giannakoulas2023,1,"[""Giannakoulas2023""]"
Parekh2024,Parekh2024,1,"[""Parekh2024""]"
Arslanta2024,Arslanta2024,1,"[""Arslanta2024""]"
Thakkar2025,Thakkar2025,1,"[""Thakkar2025""]"
Ramanujam2025,Ramanujam2025,1,"[""Ramanujam2025""]"
Guggemos2024,Guggemos2024,1,"[""Guggemos2024""]"
Moreno2024,Moreno2024,1,"[""Moreno2024""]"
Mannari2025,Mannari2025,1,"[""Mannari2025""]"
Weintrop2022,Weintrop2022,1,"[""Weintrop2022""]"
Yeh2024,Yeh2024,1,"[""Yeh2024""]"
Kaya2024,Kaya2024,1,"[""Kaya2024""]"
Kaya2024,Aydodu2024,2,"[""Kaya2024"", ""Aydodu2024""]"
ValenzuelaArvizu2025,ValenzuelaArvizu2025,1,"[""ValenzuelaArvizu2025""]"
zdoru2024,zdoru2024,1,"[""zdoru2024""]"
Frgt2025,Frgt2025,1,"[""Frgt2025""]"
Huang2022,Huang2022,1,"[""Huang2022""]"
Fanchamps2023,Fanchamps2023,1,"[""Fanchamps2023""]"
Yu2023,Yu2023,1,"[""Yu2023""]"
Pinheiro2025,Pinheiro2025,1,"[""Pinheiro2025""]"
Cammarota2025,Cammarota2025,1,"[""Cammarota2025""]"
Jin2023,Jin2023,1,"[""Jin2023""]"
Liao2022,Liao2022,1,"[""Liao2022""]"
Pinto2024,Pinto2024,1,"[""Pinto2024""]"
Bilgic2023,Bilgic2023,1,"[""Bilgic2023""]"
MoralesHernndez2024,MoralesHernndez2024,1,"[""MoralesHernndez2024""]"
Uslu2024,Uslu2024,1,"[""Uslu2024""]"
Jiang2022,Jiang2022,1,"[""Jiang2022""]"
Sanz2026,Sanz2026,1,"[""Sanz2026""]"
Adler2022,Adler2022,1,"[""Adler2022""]"
Zheng2022,Zheng2022,1,"[""Zheng2022""]"
BreitfussHorner2023,BreitfussHorner2023,1,"[""BreitfussHorner2023""]"
Reischies2025,Reischies2025,1,"[""Reischies2025""]"
Joaquim2025,Joaquim2025,1,"[""Joaquim2025""]"
Luo2023,Luo2023,1,"[""Luo2023""]"
Rich2022,Rich2022,1,"[""Rich2022""]"
Lindenfors2024,Lindenfors2024,1,"[""Lindenfors2024""]"
Bhurkunde2025,Bhurkunde2025,1,"[""Bhurkunde2025""]"
Gao2023,Gao2023,1,"[""Gao2023""]"
Tikva2022,Tikva2022,1,"[""Tikva2022""]"
Oswald2023,Oswald2023,1,"[""Oswald2023""]"
Schwartz2023,Schwartz2023,1,"[""Schwartz2023""]"
CrawfordVisbal2025,CrawfordVisbal2025,1,"[""CrawfordVisbal2025""]"
Dunne2025,Dunne2025,1,"[""Dunne2025""]"
RamrezMontoya2025,RamrezMontoya2025,1,"[""RamrezMontoya2025""]"
Joo2024,Joo2024,1,"[""Joo2024""]"
Uslu2022,Uslu2022,1,"[""Uslu2022""]"
TeneTenempaguay2023,TeneTenempaguay2023,1,"[""TeneTenempaguay2023""]"
Zhou2022,Zhou2022,1,"[""Zhou2022""]"
Williams2025,Williams2025,1,"[""Williams2025""]"
Srinivasa2022,Srinivasa2022,1,"[""Srinivasa2022""]"
Srinivasa2022,Ferragina2024,2,"[""Srinivasa2022"", ""Ferragina2024""]"
Srinivasa2022,Suri2022,2,"[""Srinivasa2022"", ""Suri2022""]"
Fu2023,Fu2023,1,"[""Fu2023""]"
JimnezGonzlez2026,JimnezGonzlez2026,1,"[""JimnezGonzlez2026""]"
Zitouniatis2022,Zitouniatis2022,1,"[""Zitouniatis2022""]"
Hachmann2022,Hachmann2022,1,"[""Hachmann2022""]"
Nie2025,Nie2025,1,"[""Nie2025""]"
Penney2024,Penney2024,1,"[""Penney2024""]"
Boom2022,Boom2022,1,"[""Boom2022""]"
Date2024,Date2024,1,"[""Date2024""]"
Ganapini2025,Ganapini2025,1,"[""Ganapini2025""]"
Bonani2023,Bonani2023,1,"[""Bonani2023""]"
Hanid2022,Hanid2022,1,"[""Hanid2022""]"
Parve2023,Parve2023,1,"[""Parve2023""]"
Schulz2024,Schulz2024,1,"[""Schulz2024""]"
Agbo2023,Agbo2023,1,"[""Agbo2023""]"
Bratitsis2024,Bratitsis2024,1,"[""Bratitsis2024""]"
Fukui2025,Fukui2025,1,"[""Fukui2025""]"
Jukeviien2023,Jukeviien2023,1,"[""Jukeviien2023""]"
Kl2022,Kl2022,1,"[""Kl2022""]"
Dohn2022,Dohn2022,1,"[""Dohn2022""]"
Kaarto2025,Kaarto2025,1,"[""Kaarto2025""]"
Urayama2024,Urayama2024,1,"[""Urayama2024""]"
Lv2022,Lv2022,1,"[""Lv2022""]"
Joo2023,Joo2023,1,"[""Joo2023""]"
Jimnez2024,Jimnez2024,1,"[""Jimnez2024""]"
Liu2026,Liu2026,1,"[""Liu2026""]"
Fanchamps2022,Fanchamps2022,1,"[""Fanchamps2022""]"
Peel2022,Peel2022,1,"[""Peel2022""]"
RodriguezMartinez2024,RodriguezMartinez2024,1,"[""RodriguezMartinez2024""]"
ALShammari2025,ALShammari2025,1,"[""ALShammari2025""]"
Avc2022,Avc2022,1,"[""Avc2022""]"
Venkatachalam2023,Venkatachalam2023,1,"[""Venkatachalam2023""]"
Yakin2024,Yakin2024,1,"[""Yakin2024""]"
Batham2023,Batham2023,1,"[""Batham2023""]"
Mumcu2022,Mumcu2022,1,"[""Mumcu2022""]"
McLaughlin2025,McLaughlin2025,1,"[""McLaughlin2025""]"
Scholz2025,Scholz2025,1,"[""Scholz2025""]"
Hansen2023,Hansen2023,1,"[""Hansen2023""]"
Lee2022,Lee2022,1,"[""Lee2022""]"
Mig2025,Mig2025,1,"[""Mig2025""]"
NezNaranjo2023,NezNaranjo2023,1,"[""NezNaranjo2023""]"
Ye2023,Ye2023,1,"[""Ye2023""]"
Chaabi2024,Chaabi2024,1,"[""Chaabi2024""]"
Kaup2023,Kaup2023,1,"[""Kaup2023""]"
Tikva2024,Tikva2024,1,"[""Tikva2024""]"
akrolu2025,akrolu2025,1,"[""akrolu2025""]"
Love2022,Love2022,1,"[""Love2022""]"
Guggemos2022,Guggemos2022,1,"[""Guggemos2022""]"
Park2022,Park2022,1,"[""Park2022""]"
Schreiner2026,Schreiner2026,1,"[""Schreiner2026""]"
Schreiner2026,Schreiner2021,2,"[""Schreiner2026"", ""Schreiner2021""]"
Pena2025,Pena2025,1,"[""Pena2025""]"
Aydodu2024,Aydodu2024,1,"[""Aydodu2024""]"
Aydodu2024,Kaya2024,2,"[""Aydodu2024"", ""Kaya2024""]"
Washbrooke2024,Washbrooke2024,1,"[""Washbrooke2024""]"
Kert2022,Kert2022,1,"[""Kert2022""]"
Agbo2022,Agbo2022,1,"[""Agbo2022""]"
Muthmainnah2025,Muthmainnah2025,1,"[""Muthmainnah2025""]"
SanabriaZ2025,SanabriaZ2025,1,"[""SanabriaZ2025""]"
Jocius2022,Jocius2022,1,"[""Jocius2022""]"
Christensen2023,Christensen2023,1,"[""Christensen2023""]"
Ozyurt2022,Ozyurt2022,1,"[""Ozyurt2022""]"
Sandhu2025,Sandhu2025,1,"[""Sandhu2025""]"
Fabio2024,Fabio2024,1,"[""Fabio2024""]"
Kong2022,Kong2022,1,"[""Kong2022""]"
PittaPantazi2024,PittaPantazi2024,1,"[""PittaPantazi2024""]"
Yamamori2024,Yamamori2024,1,"[""Yamamori2024""]"
Ormanci2025,Ormanci2025,1,"[""Ormanci2025""]"
Ye2024,Ye2024,1,"[""Ye2024""]"
Muoz2024,Muoz2024,1,"[""Muoz2024""]"
Havenga2023,Havenga2023,1,"[""Havenga2023""]"
Arroyo2022,Arroyo2022,1,"[""Arroyo2022""]"
Melnikoff2024,Melnikoff2024,1,"[""Melnikoff2024""]"
Sung2022,Sung2022,1,"[""Sung2022""]"
Fukui2024,Fukui2024,1,"[""Fukui2024""]"
Lombardi2024,Lombardi2024,1,"[""Lombardi2024""]"
Brooks2024,Brooks2024,1,"[""Brooks2024""]"
Chiang2022,Chiang2022,1,"[""Chiang2022""]"
Kuo2024,Kuo2024,1,"[""Kuo2024""]"
Abar2024,Abar2024,1,"[""Abar2024""]"
Sapounidis2024,Sapounidis2024,1,"[""Sapounidis2024""]"
SanabriaZ2023,SanabriaZ2023,1,"[""SanabriaZ2023""]"
Nordby2022,Nordby2022,1,"[""Nordby2022""]"
Gao2022,Gao2022,1,"[""Gao2022""]"
Mayne2023,Mayne2023,1,"[""Mayne2023""]"
Hsu2022,Hsu2022,1,"[""Hsu2022""]"
Raikov2024,Raikov2024,1,"[""Raikov2024""]"
Lehmann2023,Lehmann2023,1,"[""Lehmann2023""]"
Hadjerrouit2024,Hadjerrouit2024,1,"[""Hadjerrouit2024""]"
Trung2024,Trung2024,1,"[""Trung2024""]"
QudratUllah2025,QudratUllah2025,1,"[""QudratUllah2025""]"
Lu2022,Lu2022,1,"[""Lu2022""]"
MedinaVidal2025,MedinaVidal2025,1,"[""MedinaVidal2025""]"
Hoya2024,Hoya2024,1,"[""Hoya2024""]"
Katchapakirin2022,Katchapakirin2022,1,"[""Katchapakirin2022""]"
Zahn2023,Zahn2023,1,"[""Zahn2023""]"
Wong2023,Wong2023,1,"[""Wong2023""]"
Claerhout2026,Claerhout2026,1,"[""Claerhout2026""]"
Tierens2025,Tierens2025,1,"[""Tierens2025""]"
Yksel2025,Yksel2025,1,"[""Yksel2025""]"
Tamborg2022,Tamborg2022,1,"[""Tamborg2022""]"
Suri2022,Suri2022,1,"[""Suri2022""]"
Suri2022,Ferragina2024,2,"[""Suri2022"", ""Ferragina2024""]"
Suri2022,Srinivasa2022,2,"[""Suri2022"", ""Srinivasa2022""]"
Kerruish2024,Kerruish2024,1,"[""Kerruish2024""]"
Lima2023,Lima2023,1,"[""Lima2023""]"
Santos2023,Santos2023,1,"[""Santos2023""]"
Beyer2023,Beyer2023,1,"[""Beyer2023""]"
Hwang2023,Hwang2023,1,"[""Hwang2023""]"
Glendell2025,Glendell2025,1,"[""Glendell2025""]"
Song2024,Song2024,1,"[""Song2024""]"
Aranda2022,Aranda2022,1,"[""Aranda2022""]"
Lufer2024,Lufer2024,1,"[""Lufer2024""]"
Zerega2025,Zerega2025,1,"[""Zerega2025""]"
Asgari2026,Asgari2026,1,"[""Asgari2026""]"
Orakc2024,Orakc2024,1,"[""Orakc2024""]"
Gefen2024,Gefen2024,1,"[""Gefen2024""]"
Tamborg2023,Tamborg2023,1,"[""Tamborg2023""]"
Tamborg2023,Tamborg2024,2,"[""Tamborg2023"", ""Tamborg2024""]"
Labusch2023,Labusch2023,1,"[""Labusch2023""]"
Adam2025,Adam2025,1,"[""Adam2025""]"
Bergen2024,Bergen2024,1,"[""Bergen2024""]"
Wang2022,Wang2022,1,"[""Wang2022""]"
Delzanno2023,Delzanno2023,1,"[""Delzanno2023""]"
Arvanitakis2024,Arvanitakis2024,1,"[""Arvanitakis2024""]"
Haubrock2024,Haubrock2024,1,"[""Haubrock2024""]"
Cheng2024,Cheng2024,1,"[""Cheng2024""]"
Psycharis2023,Psycharis2023,1,"[""Psycharis2023""]"
Bal2022,Bal2022,1,"[""Bal2022""]"
Dori2023,Dori2023,1,"[""Dori2023""]"
Kirali2022,Kirali2022,1,"[""Kirali2022""]"
Zaman2024,Zaman2024,1,"[""Zaman2024""]"
Duran2024,Duran2024,1,"[""Duran2024""]"
Suzuki2023,Suzuki2023,1,"[""Suzuki2023""]"
Markowitz2024,Markowitz2024,1,"[""Markowitz2024""]"
Zhang2022,Zhang2022,1,"[""Zhang2022""]"
PealozaOchoa2023,PealozaOchoa2023,1,"[""PealozaOchoa2023""]"
Muliyati2021,Muliyati2021,1,"[""Muliyati2021""]"
Sari2024,Sari2024,1,"[""Sari2024""]"
Yao2025,Yao2025,1,"[""Yao2025""]"
Kontorovich2024,Kontorovich2024,1,"[""Kontorovich2024""]"
Chatzipanagiotou2025,Chatzipanagiotou2025,1,"[""Chatzipanagiotou2025""]"
Marwala2024,Marwala2024,1,"[""Marwala2024""]"
Kirwan2022,Kirwan2022,1,"[""Kirwan2022""]"
Bowers2023,Bowers2023,1,"[""Bowers2023""]"
Hegde2023,Hegde2023,1,"[""Hegde2023""]"
Burken2025,Burken2025,1,"[""Burken2025""]"
Tamborg2024,Tamborg2024,1,"[""Tamborg2024""]"
Tamborg2024,Tamborg2023,2,"[""Tamborg2024"", ""Tamborg2023""]"
Stanovich2025,Stanovich2025,1,"[""Stanovich2025""]"
Velankar2024,Velankar2024,1,"[""Velankar2024""]"
Wang2021,Wang2021,1,"[""Wang2021""]"
Zavlis2025,Zavlis2025,1,"[""Zavlis2025""]"
Murti2023,Murti2023,1,"[""Murti2023""]"
Polat2022,Polat2022,1,"[""Polat2022""]"
Hazzan2023,Hazzan2023,1,"[""Hazzan2023""]"
Kamak2023,Kamak2023,1,"[""Kamak2023""]"
Vallverd2024,Vallverd2024,1,"[""Vallverd2024""]"
Kirkpatrick2026,Kirkpatrick2026,1,"[""Kirkpatrick2026""]"
Urhan2022,Urhan2022,1,"[""Urhan2022""]"
Ando2024,Ando2024,1,"[""Ando2024""]"
Kadijevich2023,Kadijevich2023,1,"[""Kadijevich2023""]"
Shin2021,Shin2021,1,"[""Shin2021""]"
Puccetti2024,Puccetti2024,1,"[""Puccetti2024""]"
Battistello2025,Battistello2025,1,"[""Battistello2025""]"
akirolu2022,akirolu2022,1,"[""akirolu2022""]"
Hariyanto2025,Hariyanto2025,1,"[""Hariyanto2025""]"
MorenoRodriguez2025,MorenoRodriguez2025,1,"[""MorenoRodriguez2025""]"
Polat2025,Polat2025,1,"[""Polat2025""]"
Bunt2025,Bunt2025,1,"[""Bunt2025""]"
KastnerHauler2025,KastnerHauler2025,1,"[""KastnerHauler2025""]"
AlfaroPonce2024,AlfaroPonce2024,1,"[""AlfaroPonce2024""]"
Rajan2024,Rajan2024,1,"[""Rajan2024""]"
Chaudhuri2025,Chaudhuri2025,1,"[""Chaudhuri2025""]"
Bacalja2024,Bacalja2024,1,"[""Bacalja2024""]"
Berwian2025,Berwian2025,1,"[""Berwian2025""]"
Lavalley2025,Lavalley2025,1,"[""Lavalley2025""]"
Mrch2022,Mrch2022,1,"[""Mrch2022""]"
Shugars2024,Shugars2024,1,"[""Shugars2024""]"
Eidin2023,Eidin2023,1,"[""Eidin2023""]"
LindeKoomen2023,LindeKoomen2023,1,"[""LindeKoomen2023""]"
Jiang2021,Jiang2021,1,"[""Jiang2021""]"
LopezParra2024,LopezParra2024,1,"[""LopezParra2024""]"
Sternberg2025,Sternberg2025,1,"[""Sternberg2025""]"
Bati2021,Bati2021,1,"[""Bati2021""]"
White2023,White2023,1,"[""White2023""]"
Betty2023,Betty2023,1,"[""Betty2023""]"
Dubois2023,Dubois2023,1,"[""Dubois2023""]"
Brmer2023,Brmer2023,1,"[""Brmer2023""]"
Murphy2023,Murphy2023,1,"[""Murphy2023""]"
Kong2021,Kong2021,1,"[""Kong2021""]"
Bharathi2024,Bharathi2024,1,"[""Bharathi2024""]"
enda2023,enda2023,1,"[""enda2023""]"
Yin2022,Yin2022,1,"[""Yin2022""]"
English2023,English2023,1,"[""English2023""]"
Berry2025,Berry2025,1,"[""Berry2025""]"
Furuta2023,Furuta2023,1,"[""Furuta2023""]"
CruzSandoval2023,CruzSandoval2023,1,"[""CruzSandoval2023""]"
Magana2024,Magana2024,1,"[""Magana2024""]"
Gibson2024,Gibson2024,1,"[""Gibson2024""]"
Chimoni2023,Chimoni2023,1,"[""Chimoni2023""]"
Cunha2023,Cunha2023,1,"[""Cunha2023""]"
Hubert2024,Hubert2024,1,"[""Hubert2024""]"
White2025,White2025,1,"[""White2025""]"
Ark2021,Ark2021,1,"[""Ark2021""]"
Gong2023,Gong2023,1,"[""Gong2023""]"
Broodbank2025,Broodbank2025,1,"[""Broodbank2025""]"
CurtisTrudel2023,CurtisTrudel2023,1,"[""CurtisTrudel2023""]"
Munyebvu2025,Munyebvu2025,1,"[""Munyebvu2025""]"
Han2024,Han2024,1,"[""Han2024""]"
Moongela2025,Moongela2025,1,"[""Moongela2025""]"
Menolli2021,Menolli2021,1,"[""Menolli2021""]"
Lee2021,Lee2021,1,"[""Lee2021""]"
Larkin2022,Larkin2022,1,"[""Larkin2022""]"
Ding2023,Ding2023,1,"[""Ding2023""]"
PrezSuasnavas2023,PrezSuasnavas2023,1,"[""PrezSuasnavas2023""]"
Nuttall2025,Nuttall2025,1,"[""Nuttall2025""]"
Farr2025,Farr2025,1,"[""Farr2025""]"
Chiriatti2024,Chiriatti2024,1,"[""Chiriatti2024""]"
Li2022,Li2022,1,"[""Li2022""]"
Luhar2025,Luhar2025,1,"[""Luhar2025""]"
Fanchamps2021,Fanchamps2021,1,"[""Fanchamps2021""]"
Xie2025,Xie2025,1,"[""Xie2025""]"
Tankiz2022,Tankiz2022,1,"[""Tankiz2022""]"
Garmire2024,Garmire2024,1,"[""Garmire2024""]"
Andersen2025,Andersen2025,1,"[""Andersen2025""]"
Stokes2023,Stokes2023,1,"[""Stokes2023""]"
Chowdhary2025,Chowdhary2025,1,"[""Chowdhary2025""]"
Gelepithis2024,Gelepithis2024,1,"[""Gelepithis2024""]"
RuizDolz2025,RuizDolz2025,1,"[""RuizDolz2025""]"
Kaup2022,Kaup2022,1,"[""Kaup2022""]"
Zerega2023,Zerega2023,1,"[""Zerega2023""]"
Fehrmann2023,Fehrmann2023,1,"[""Fehrmann2023""]"
Louka2023,Louka2023,1,"[""Louka2023""]"
Brandhofer2022,Brandhofer2022,1,"[""Brandhofer2022""]"
Koivisto2023,Koivisto2023,1,"[""Koivisto2023""]"
Ball2024,Ball2024,1,"[""Ball2024""]"
Strubbe2024,Strubbe2024,1,"[""Strubbe2024""]"
Grandolfo2025,Grandolfo2025,1,"[""Grandolfo2025""]"
Tekdal2021,Tekdal2021,1,"[""Tekdal2021""]"
Baumler2024,Baumler2024,1,"[""Baumler2024""]"
Ravindran2025,Ravindran2025,1,"[""Ravindran2025""]"
Suciati2023,Suciati2023,1,"[""Suciati2023""]"
Odgaard2022,Odgaard2022,1,"[""Odgaard2022""]"
Brooks2023,Brooks2023,1,"[""Brooks2023""]"
Leo2025,Leo2025,1,"[""Leo2025""]"
Forestal2025,Forestal2025,1,"[""Forestal2025""]"
Yin2023,Yin2023,1,"[""Yin2023""]"
RobledoCastro2023,RobledoCastro2023,1,"[""RobledoCastro2023""]"
Bagler2024,Bagler2024,1,"[""Bagler2024""]"
Levin2022,Levin2022,1,"[""Levin2022""]"
Saba2023,Saba2023,1,"[""Saba2023""]"
Favero2025,Favero2025,1,"[""Favero2025""]"
Feklistova2025,Feklistova2025,1,"[""Feklistova2025""]"
Mmmel2025,Mmmel2025,1,"[""Mmmel2025""]"
Lodi2021,Lodi2021,1,"[""Lodi2021""]"
Nurhayati2022,Nurhayati2022,1,"[""Nurhayati2022""]"
MasiulionytDagien2022,MasiulionytDagien2022,1,"[""MasiulionytDagien2022""]"
Vlassis2022,Vlassis2022,1,"[""Vlassis2022""]"
Ayub2023,Ayub2023,1,"[""Ayub2023""]"
Khayut2024,Khayut2024,1,"[""Khayut2024""]"
Schulz2022,Schulz2022,1,"[""Schulz2022""]"
Schulz2022,Schulz2021,2,"[""Schulz2022"", ""Schulz2021""]"
DeJarnette2021,DeJarnette2021,1,"[""DeJarnette2021""]"
Shah2025,Shah2025,1,"[""Shah2025""]"
Granato2025,Granato2025,1,"[""Granato2025""]"
Ma2021,Ma2021,1,"[""Ma2021""]"
Lonard2022,Lonard2022,1,"[""Lonard2022""]"
Critten2021,Critten2021,1,"[""Critten2021""]"
Thapa2025,Thapa2025,1,"[""Thapa2025""]"
McCormick2021,McCormick2021,1,"[""McCormick2021""]"
Durak2023,Durak2023,1,"[""Durak2023""]"
Datwani2022,Datwani2022,1,"[""Datwani2022""]"
Sims2025,Sims2025,1,"[""Sims2025""]"
Staub2026,Staub2026,1,"[""Staub2026""]"
Durak2021,Durak2021,1,"[""Durak2021""]"
Fox2024,Fox2024,1,"[""Fox2024""]"
Martn2024,Martn2024,1,"[""Martn2024""]"
Sobchuk2024,Sobchuk2024,1,"[""Sobchuk2024""]"
Chi2023,Chi2023,1,"[""Chi2023""]"
Kerschen2023,Kerschen2023,1,"[""Kerschen2023""]"
Radloff2021,Radloff2021,1,"[""Radloff2021""]"
Smith2021,Smith2021,1,"[""Smith2021""]"
Xu2021,Xu2021,1,"[""Xu2021""]"
Kieran2022,Kieran2022,1,"[""Kieran2022""]"
Ito2025,Ito2025,1,"[""Ito2025""]"
Ghasemi2024,Ghasemi2024,1,"[""Ghasemi2024""]"
Danaeifar2024,Danaeifar2024,1,"[""Danaeifar2024""]"
Reijers2025,Reijers2025,1,"[""Reijers2025""]"
Thomas2025,Thomas2025,1,"[""Thomas2025""]"
Thabvithorn2022,Thabvithorn2022,1,"[""Thabvithorn2022""]"
Genco2024,Genco2024,1,"[""Genco2024""]"
Silver2025,Silver2025,1,"[""Silver2025""]"
Ge2025,Ge2025,1,"[""Ge2025""]"
Kotsopoulos2021,Kotsopoulos2021,1,"[""Kotsopoulos2021""]"
Hazarika2025,Hazarika2025,1,"[""Hazarika2025""]"
Mailund2021,Mailund2021,1,"[""Mailund2021""]"
Mentzer2023,Mentzer2023,1,"[""Mentzer2023""]"
Muthmainnah2023,Muthmainnah2023,1,"[""Muthmainnah2023""]"
Koenen2024,Koenen2024,1,"[""Koenen2024""]"
Buehler2025,Buehler2025,1,"[""Buehler2025""]"
Aires2024,Aires2024,1,"[""Aires2024""]"
VillaOchoa2022,VillaOchoa2022,1,"[""VillaOchoa2022""]"
Dopkins2024,Dopkins2024,1,"[""Dopkins2024""]"
Stenseke2024,Stenseke2024,1,"[""Stenseke2024""]"
Ani2023,Ani2023,1,"[""Ani2023""]"
Angelidakis2024,Angelidakis2024,1,"[""Angelidakis2024""]"
Gero2024,Gero2024,1,"[""Gero2024""]"
Xu2023,Xu2023,1,"[""Xu2023""]"
Taherdoost2025,Taherdoost2025,1,"[""Taherdoost2025""]"
Baweja2025,Baweja2025,1,"[""Baweja2025""]"
Stancliffe2025,Stancliffe2025,1,"[""Stancliffe2025""]"
Stade2023,Stade2023,1,"[""Stade2023""]"
Qu2021,Qu2021,1,"[""Qu2021""]"
Auernhammer2023,Auernhammer2023,1,"[""Auernhammer2023""]"
Chevalier2022,Chevalier2022,1,"[""Chevalier2022""]"
Ganjali2023,Ganjali2023,1,"[""Ganjali2023""]"
Harishree2025,Harishree2025,1,"[""Harishree2025""]"
Fredskilde2025,Fredskilde2025,1,"[""Fredskilde2025""]"
Bennett2024,Bennett2024,1,"[""Bennett2024""]"
Peuela2025,Peuela2025,1,"[""Peuela2025""]"
Yehudi2023,Yehudi2023,1,"[""Yehudi2023""]"
Stamkou2024,Stamkou2024,1,"[""Stamkou2024""]"
Cuomo2025,Cuomo2025,1,"[""Cuomo2025""]"
Atekan2021,Atekan2021,1,"[""Atekan2021""]"
Freye2025,Freye2025,1,"[""Freye2025""]"
OlmoMuoz2021,OlmoMuoz2021,1,"[""OlmoMuoz2021""]"
Fuentes2024,Fuentes2024,1,"[""Fuentes2024""]"
Cabrera2023,Cabrera2023,1,"[""Cabrera2023""]"
Kandlhofer2023,Kandlhofer2023,1,"[""Kandlhofer2023""]"
Yuan2024,Yuan2024,1,"[""Yuan2024""]"
Carmona2022,Carmona2022,1,"[""Carmona2022""]"
Koumoutsakos2024,Koumoutsakos2024,1,"[""Koumoutsakos2024""]"
Bielik2023,Bielik2023,1,"[""Bielik2023""]"
Moghadam2024,Moghadam2024,1,"[""Moghadam2024""]"
Tunney2024,Tunney2024,1,"[""Tunney2024""]"
ernochov2022,ernochov2022,1,"[""ernochov2022""]"
Caianiello2023,Caianiello2023,1,"[""Caianiello2023""]"
Haughton2023,Haughton2023,1,"[""Haughton2023""]"
Vourletsis2022,Vourletsis2022,1,"[""Vourletsis2022""]"
Niemel2022,Niemel2022,1,"[""Niemel2022""]"
Katai2021,Katai2021,1,"[""Katai2021""]"
Todorovski2023,Todorovski2023,1,"[""Todorovski2023""]"
Linde2022,Linde2022,1,"[""Linde2022""]"
Kynigos2023,Kynigos2023,1,"[""Kynigos2023""]"
Ikegwu2023,Ikegwu2023,1,"[""Ikegwu2023""]"
Wei2024,Wei2024,1,"[""Wei2024""]"
Leal2024,Leal2024,1,"[""Leal2024""]"
Wangenheim2024,Wangenheim2024,1,"[""Wangenheim2024""]"
Wangenheim2024,Wangenheim2023,2,"[""Wangenheim2024"", ""Wangenheim2023""]"
Spieler2022,Spieler2022,1,"[""Spieler2022""]"
Sood2025,Sood2025,1,"[""Sood2025""]"
Jenkinson2024,Jenkinson2024,1,"[""Jenkinson2024""]"
Ebadpour2024,Ebadpour2024,1,"[""Ebadpour2024""]"
Gabatino2022,Gabatino2022,1,"[""Gabatino2022""]"
Patio2023,Patio2023,1,"[""Patio2023""]"
Covitt2023,Covitt2023,1,"[""Covitt2023""]"
Elshahawy2022,Elshahawy2022,1,"[""Elshahawy2022""]"
Chiara2025,Chiara2025,1,"[""Chiara2025""]"
Wan2024,Wan2024,1,"[""Wan2024""]"
Saritepeci2021,Saritepeci2021,1,"[""Saritepeci2021""]"
Young2024,Young2024,1,"[""Young2024""]"
Mungle2025,Mungle2025,1,"[""Mungle2025""]"
